Name,STCC,group
"PLUGS, TIE, WOODEN",2421935,BUILDING PRODUCTS
"FILLER BLOCKS, RAIL, WOODEN",2421940,BUILDING PRODUCTS
"BOARDS, PANELS, OR PLANKS, SOLID WOOD, OTHERTHAN PLYWOOD OR WOOD PARTICLE BOARD, TONGUED AND GROOVED, FINISHED, 1/2 INCH OR GREATER IN THICKNESS",2421953,BUILDING PRODUCTS
"LUMBER, NATIVE WOOD, CANADIAN WOOD, BRAZILIAN PINE, EUROPEAN PINE, HONDURAS PINE, MEXICAN PINE, NICARAGUAN PINE, SPRUCE OR BIRCH, DRESSED OR ROUGH, EDGES GLUED",2421955,BUILDING PRODUCTS
"CORES OR PLUGS, NATIVE WOOD, CANADIAN WOOD, BRAZILIAN, EUROPEAN, HONDURAS OR MEXICAN PINE,OR NICARAGUAN BIRCH, PINEOR SPRUCE, NOT FURTHER FINISHED THAN TURNED,",2421960,BUILDING PRODUCTS
"SHINGLES, WOODEN, NOT CREOSOTED NOR OTHERWISE PRESERVATIVELY TREATED",2429110,BUILDING PRODUCTS
"SHINGLES, WOODEN, BACKED WITH WOODEN SHEATHING, INMULTIPLES OF TWO OR MORE",2429115,BUILDING PRODUCTS
"BOLTS, HOOP OR STAVE, WOODEN",2429210,BUILDING PRODUCTS
"HEADING, HEAD LININGS, HOOP POLES, HOOPS, NOT COILED, OR COOPERAGE STAVES",2429215,BUILDING PRODUCTS
"HOOPS, COILED, WOODEN",2429220,BUILDING PRODUCTS
"TANK STAVES OR BOTTOMS, N.E.C., WOODEN",2429240,BUILDING PRODUCTS
BREWERS OR VINEGAR SHAVINGS,2429310,BUILDING PRODUCTS
"SAWDUST, WOOD SHAVINGS, CHIPS OR REFUSE, AS FROM THE SAW OR KNIFE, ROUGH OR GROUND",2429320,BUILDING PRODUCTS
"SAWDUST, WOOD, COLORED",2429330,BUILDING PRODUCTS
CEDARWOOD SAWDUST AND SHAVINGS MIXED,2429335,BUILDING PRODUCTS
SHINGLE TOW,2429380,BUILDING PRODUCTS
"SHAVINGS, WOOD, N.E.C.",2429390,BUILDING PRODUCTS
WOOD EXCELSIOR,2429415,BUILDING PRODUCTS
"PACKING CUSHIONS OR PADS,EXCELSIOR OR WOOD WOOL",2429430,BUILDING PRODUCTS
"BASKET OR HAMPER MATERIAL, WOODEN, OTHER THAN RATTAN, REED OR WILL",2429910,BUILDING PRODUCTS
"FIRE KINDLING, COMPOSITION, OR KINDLING MANUFACTURED FROM SAWDUSTAND PITCH",2429916,BUILDING PRODUCTS
"BOLTS, SHINGLE, WOODEN",2429918,BUILDING PRODUCTS
"CIGAR BOX LUMBER, DOMESTIC WOODS, STAINED OR VENEERED",2429920,BUILDING PRODUCTS
"WOOD, SANDING MACHINE, ORWOOD PIECES, GROUND",2429934,BUILDING PRODUCTS
"WEDGES, N.E.C., WOODEN",2429946,BUILDING PRODUCTS
"BOARDS, PANELS, OR SHEETS, FLAT, CONSISTING OF WOOD FLOUR OR WOOD PARTICLES WITH RESIN BINDER, WITH SURFACE FINISH",2429948,BUILDING PRODUCTS
"CONSTRUCTION FORMS OR MOLDS, N.E.C., MADE OF WOOD FLOUR OR WOOD PARTICLES WITH MINERAL COATING AND RESIN AND/OR CEMENT BINDER",2429949,BUILDING PRODUCTS
"LUMBER, CIGAR BOX, CEDAR OR FOREIGN WOODS",2429950,BUILDING PRODUCTS
WOOD FIBRE,2429960,BUILDING PRODUCTS
"WOOD FIBRE SHEETS, COM- PRESSED, NOT TO EXCEED 15% RESIN CONTENT, NOT MORE THAN 1/4 INCH THICK-NESS, MOLDED, NOT FURTHERFINISHED THAN PRIMED, FORFURTHER MANUFAC",2429961,BUILDING PRODUCTS
WOOD BARK FIBRE OR WOOD BARK FIBRE DUST,2429962,BUILDING PRODUCTS
"PULPWOOD, SPLIT OR ROUND (REFUSE VENEER MILLS) OR PULPWOOD CORES (REFUSE VENEER MILLS)",2429966,BUILDING PRODUCTS
"PULPWOOD, SPLIT OR ROUND AND CORES (REFUSE VENEER MILLS)",2429967,BUILDING PRODUCTS
"PULPWOOD, REFUSE OR WASTE, VIZ. BLOCKS, CORES, SCRAPS OR SLABS",2429968,BUILDING PRODUCTS
"PULPWOOD, REFUSE OR WASTE, VIZ. BLOCKS, CHIPS, CORES, SCRAPS OR SLABS, IN MIXED LOADS",2429969,BUILDING PRODUCTS
"LANDSCAPE TIMBERS MADE FROM PEELER CORES (REFUSEVENEER MILLS), NOT CREO- SOTED NOR OTHERWISE PRESERVATIVELY TREATED",2429970,BUILDING PRODUCTS
"STAKES, WOOD, IN THE ROUGH",2429972,BUILDING PRODUCTS
"BARK, FIR, HEMLOCK, LARCH, PINE OR SPRUCE, GROUND, POWDERED OR SHREDDED",2429984,BUILDING PRODUCTS
"SASH, GLAZED, WOODEN, FURTHER FINISHED THAN PRIMED",2431230,BUILDING PRODUCTS
"SASH, NOT GLAZED, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THAN PRIMED",2431245,BUILDING PRODUCTS
"FRAMES, DOOR OR WINDOW, FOREIGN WOOD, OTHER THAN CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431331,BUILDING PRODUCTS
"FRAMES, DOOR OR WINDOW, WOODEN, FURTHER FINISHED THAN PRIMED",2431336,BUILDING PRODUCTS
"FRAMES, DOOR OR WINDOW, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THAN PRIMED",2431341,BUILDING PRODUCTS
"FRAMES, SLIDING DOOR (DOOR FRAME AND WALL POCKET COMBINED), WOODEN",2431343,BUILDING PRODUCTS
"FRAMES, SCREEN DOOR OR WINDOW SCREEN, WOODEN",2431345,BUILDING PRODUCTS
"FRAMES, SCREEN DOOR OR WINDOW SCREEN, WOODEN, INMIXED LOADS, WITH SCREEN DOORS OR WINDOW SCREENS (METAL OR WOODEN FRAMES AND WIRE CLOTH), OTHER THAN ROLLER",2431350,BUILDING PRODUCTS
"FRAMES, WINDOW, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FIN- ISHED THAN PRIMED, AND GLAZED SASH COMBINED",2431355,BUILDING PRODUCTS
"SILO DOOR FRAMES, WOOD",2431360,BUILDING PRODUCTS
"DOORS, CABINET, WOODEN, IN THE WHITE, WITHOUT HARDWARE",2431408,BUILDING PRODUCTS
"DOORS, WOODEN, WITH SERVICE CABINET COMPARTMENTS",2431410,BUILDING PRODUCTS
"GARAGE OR INDUSTRIAL BUILDING DOORS OR DOOR SECTIONS, OVERHEAD OR SLIDING, WOOD",2431412,BUILDING PRODUCTS
"FOLDING DOORS OR PARTITIONS, WOOD SLAT",2431414,BUILDING PRODUCTS
"DOORS, ASSEMBLED IN DOOR FRAMES, GLAZED, NATIVE WOOD, CANADIAN WOOD, OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THAN PRIMED",2431421,BUILDING PRODUCTS
"DOORS, CONSTRUCTED WITH WOOD FRAMES AND RIGID FACINGS OF ANY MATERIAL OR COMBINATION OF MATERIALS, CORES OF CEL- LULAR OR SOLID CONSTRUC- TION OR CONSISTING OF",2431428,BUILDING PRODUCTS
"DOORS, FIBREBOARD WALLBOARD, WOOD FRAMED, NOT GLAZED, NOT FURTHER FINISHED THAN PRIMED",2431434,BUILDING PRODUCTS
"DOORS, N.E.C., GLAZED, FOREIGN WOOD, OTHER THAN CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431436,BUILDING PRODUCTS
"DOORS, N.E.C., GLAZED, WOODEN, FURTHER FINISHED THAN PRIMED",2431438,BUILDING PRODUCTS
"DOORS, N.E.C., GLAZED, WITH LEADED OR PLATE GLASS, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THAN PR",2431440,BUILDING PRODUCTS
"DOORS, N.E.C., GLAZED, WITH OTHER THAN LEADED OR PLATE GLASS, NATIVE WOOD,CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISH",2431442,BUILDING PRODUCTS
"DOORS, N.E.C., NOT GLAZED, MADE WHOLLY OR IN PART OFCATIVO OR LAUAN, OR FOREIGN ASH, BAKU, BASSWOOD, BEECH, BIRCH, GABOON, GUM, LIMBA, MAKORE, PINE OR POPLAR, NOT",2431444,BUILDING PRODUCTS
"DOORS, N.E.C., NOT GLAZED, FOREIGN WOOD GROUP, NOT FURTHER FINISHED THAN PRIMED",2431446,BUILDING PRODUCTS
"DOORS, N.E.C., NOT GLAZED, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THAN PRIMED",2431448,BUILDING PRODUCTS
"DOORS, N.E.C., NOT GLAZED, WOODEN, FURTHER FINISHED THAN PRIMED",2431450,BUILDING PRODUCTS
"DOORS, N.E.C., NOT GLAZED, SOLID COMPOSITION CORE, FOREIGN WOOD GROUP, NOT FURTHER FINISHED THAN PRIMED",2431452,BUILDING PRODUCTS
"DOORS, N.E.C., SOLID OR SOLID COMPOSITION CORE, WOODEN, FACED WITH LAMINATED PLASTIC",2431454,BUILDING PRODUCTS
"DOORS, NOT GLAZED, SOLID COMPOSITION CORE, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THAN PRIMED",2431456,BUILDING PRODUCTS
"DOORS AND FRAMES COMBINED, FOREIGN WOOD OTHER THAN CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG,PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THAN PRIMED, WITH",2431458,BUILDING PRODUCTS
"DOORS AND FRAMES COMBINED, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED, WITH HARDWARE AT",2431460,BUILDING PRODUCTS
"DOORS AND FRAMES COMBINED, WOODEN, FURTHERFINISHED THAN PRIMED, WITH HARDWARE ATTACHED",2431462,BUILDING PRODUCTS
"GRILLES, LIGHTS OR LOUVERS, FLUSH DOOR TYPE,WOODEN",2431470,BUILDING PRODUCTS
"MOLDINGS, BANAK, NATIVE PINE, OBECHE OR VIROLA, FURTHER FINISHED THAN PRIMED",2431610,BUILDING PRODUCTS
"MOLDING, NATIVE OR CANADIAN WOOD, OR FOREIGNBIRCH, PINE OR SPRUCE, WHOLLY OR PARTIALLY COV- ERED WITH PLASTIC OTHER THAN LAMINATED PLASTIC",2431620,BUILDING PRODUCTS
"MOLDINGS, WOOD PARTICLE BOARD, WHOLLY OR PARTIAL-LY COVERED WITH PLASTIC FILM",2431621,BUILDING PRODUCTS
"MOLDINGS, WOOD PARTICLE BOARD, NOT COVERED, NOT FURTHER FINISHED THAN PRIMED",2431622,BUILDING PRODUCTS
"MOLDINGS, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431625,BUILDING PRODUCTS
"MOLDINGS, MIRROR OR PICTURE FRAME, WOODEN, FINISHED",2431630,BUILDING PRODUCTS
"MOLDINGS, MIRROR OR PICTURE FRAME, WOODEN, INTHE WHITE",2431635,BUILDING PRODUCTS
"MOLDING AND MOUNTING STRIPS, RUBBER STAMP, WOODEN, FINISHED",2431645,BUILDING PRODUCTS
"MOLDING AND MOUNTING STRIPS, RUBBER STAMP, WOODEN, UNFINISHED",2431650,BUILDING PRODUCTS
"WEATHER STRIPPING OR STRIPS, N.E.C., WOODEN, SEPARATE OR COMBINED WITHOTHER MATERIALS",2431655,BUILDING PRODUCTS
"BASEBOARDS, BUILDING, WITH MOLDING, WOOD",2431660,BUILDING PRODUCTS
"MOLDING, COMMON BUILDING OR CARPENTER, IN THE WHITE",2431670,BUILDING PRODUCTS
"SERVICE DOOR COMPARTMENTS, WOODEN",2431915,BUILDING PRODUCTS
"BALUSTERS, FOREIGN WOOD GROUP, NOT FURTHER FINISHED THAN PRIMED",2431917,BUILDING PRODUCTS
"BALUSTERS, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431918,BUILDING PRODUCTS
"BLINDS, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431919,BUILDING PRODUCTS
"BRACKETS, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431920,BUILDING PRODUCTS
"BUILDING WOODWORK, N.E.C., OR SHIPS JOINER WORK, N.E.C., FOREIGN WOOD, OTHER THAN CANADIAN WOOD, OR OTHER THAN FOREIGN BIRCH,NUTMEG, PINE, SPRUCE, VIROLA, OR LAUAN, N",2431922,BUILDING PRODUCTS
"BUILDING WOODWORK, N.E.C., OR SHIPS JOINER WORK, N.E.C., FURTHER FINISHED THAN PRIMED",2431923,BUILDING PRODUCTS
"BUILDING WOODWORK, N.E.C., OR SHIPS JOINER WORK, N.E.C., NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA, OR LAUAN,NOT FURTHER FINISHED THAN",2431924,BUILDING PRODUCTS
"SILLS, DOOR, NATIVE WOOD,CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431929,BUILDING PRODUCTS
"GRILLE WORK, NATIVE WOOD,CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA OR LAUAN, NOT FURTHER FINISHED THANPRIMED",2431930,BUILDING PRODUCTS
"POSTS, NEWEL, FOREIGN WOOD GROUP, NOT FURTHER FINISHED THAN PRIMED",2431932,BUILDING PRODUCTS
"STAIR RISERS, STRINGERS OR TREADS, NATIVE WOOD, CANADIAN WOOD OR FOREIGN BIRCH, NUTMEG, PINE, SPRUCE, VIROLA, OR LAUAN,NOT FURTHER FINISHED THANPRIMED",2431935,BUILDING PRODUCTS
"LATTICE WORK OR TRELLIS, WOODEN, N.E.C.",2431937,BUILDING PRODUCTS
"FIR WALLBOARD, BUILDING WOODWORK",2431938,BUILDING PRODUCTS
"BUILDING WOODWORK, OR SHIPS JOINER WORK, FOREIGN WOOD, OTHER THAN CANADIAN WOOD OR MEXICAN PINE, NOT FURTHER FINISHED THAN PRIMED, IN MIXED LOAD",2431939,BUILDING PRODUCTS
"BUILDING WOODWORK, OR SHIPS JOINER WORK, NATIVEWOOD, CANADIAN WOOD OR MEXICAN PINE, NOT FURTHERFINISHED THAN PRIMED, IN MIXED LOAD, OR IN MIXED LOAD WITH LUMBER",2431940,BUILDING PRODUCTS
"BUILDING WOODWORK, OR SHIPS JOINER WORK, NATIVEWOOD, CANADIAN WOOD OR MEXICAN PINE, NOT FURTHERFINISHED THAN PRIMED, IN MIXED LOAD WITH FOREIGN WOOD, OTHER THAN",2431941,BUILDING PRODUCTS
"BUILDING WOODWORK, OR SHIPS JOINER WORK, WOODEN, FURTHER FINISHED THAN PRIMED, IN MIXED LOAD",2431942,BUILDING PRODUCTS
"EAVE TROUGHS OR GUTTERS, ROOF, WOODEN, OTHER THAN IN THE ROUGH",2431947,BUILDING PRODUCTS
"PATTERN MATERIAL, WOODEN,FLUTED OR SCORED",2431949,BUILDING PRODUCTS
"TELEPHONE BOOTH PANELS, WOOD",2431951,BUILDING PRODUCTS
"BLIND, SHADE OR SHUTTER SLATS OR STICKS, WOODEN, IN THE WHITE",2431954,BUILDING PRODUCTS
"PANELING, BUILDING, NATIVE WOOD",2431957,BUILDING PRODUCTS
"MANTELS, WOOD, FURTHER FINISHED THAN PRIMED, INC. FOREIGN WOOD, NOT FURTHER FINISHED THAN PRIMED",2431970,BUILDING PRODUCTS
"CABINET FRONTS, WOODEN, AND DRAWERS, WOOD PARTICLEBOARD",2431982,BUILDING PRODUCTS
"DOORS, WOOD PARTICLE BOARD, COMBINED WITH WOODFRAMES OR CABINET FRONTS",2431985,BUILDING PRODUCTS
"BUILT-UP OR COMBINED WOOD, COVERED WITH IRON OR STEEL",2432110,BUILDING PRODUCTS
"BUILT-UP WOOD OR PLYWOOD,FACED WITH FIGURED VENEER, ALSO FACED WITH UNFIGURED VENEER MADE FROM CHERRY, MAHOGANY OR WALNUT",2432113,BUILDING PRODUCTS
"BACK BOARDS FOR METAL TILE, BUILT-UP WOOD, WITHMETAL CLIPS ATTACHED",2432115,BUILDING PRODUCTS
"WALLBOARD OR BUILDING BOARD, BUILT-UP OR COM- BINED WOOD, OR PLYWOOD, COMBINED WITH FIBREBOARD OR FIBREBOARD WALLBOARD, WITH BACKING OR FACING OFLAMINATED PLAST",2432117,BUILDING PRODUCTS
"VENEER, BOXWOOD, BUTTER- NUT, DOGWOOD, HOLLY, IRONWOOD, LANCEWOOD OR TULIPWOOD, NATIVE OR FOREIGN, 1/4 INCH OR LESSIN THICKNESS",2432120,BUILDING PRODUCTS
"VENEER, BOXWOOD, BUTTER- NUT, DOGWOOD, HOLLY, IRONWOOD, LANCEWOOD OR TULIPWOOD, NATIVE OR FOREIGN, EXCEEDING 1/4 INCH IN THICKNESS",2432121,BUILDING PRODUCTS
"VENEER, FOREIGN WOOD, N.E.C., NOT MORE THAN 1/4 INCH IN THICKNESS",2432122,BUILDING PRODUCTS
"VENEER, FOREIGN WOOD, N.E.C., MORE THAN 1/4 INCH IN THICKNESS",2432123,BUILDING PRODUCTS
"PLANT BANDS OR PLANTING TRAYS, HORTICULTURAL, WOOD VENEER",2432130,BUILDING PRODUCTS
"VENEER, NATIVE WOOD, PAPER COVERED, NOT MORE THAN 1/8 INCH IN THICK- NESS",2432135,BUILDING PRODUCTS
"VENEER, NATIVE WOOD, PAPER COVERED, MORE THAN 1/8 INCH IN THICKNESS",2432136,BUILDING PRODUCTS
"VENEER, NATIVE WOOD, N.E.C.,OR VENEER, CANADIAN WOOD,NEC, 1/4 INCH OR LESS IN THICKNESS",2432141,BUILDING PRODUCTS
"VENEER, NATIVE WOOD, N.E.C.,OR VENEER, CANADIAN WOOD,NEC, EXCEEDING 1/4 INCH IN THICKNESS",2432142,BUILDING PRODUCTS
"VENEER, BIRCH, PINE OR SPRUCE, NATIVE OR FOREIGN, 1/4 INCH OR LESSIN THICKNESS",2432143,BUILDING PRODUCTS
"VENEER, BIRCH, PINE OR SPRUCE, NATIVE OR FOREIGN, EXCEEDING 1/4 INCH IN THICKNESS",2432144,BUILDING PRODUCTS
"VENEER, WOOD, CLOTH BACKED",2432145,BUILDING PRODUCTS
"PLYWOOD, FACED WITH ALUMINUM ON ONE OR BOTH SIDES",2432152,BUILDING PRODUCTS
"PLYWOOD, FACED WITH STONEAGGREGATE",2432153,BUILDING PRODUCTS
"WOOD, BUILT-UP OR COM- BINED, MADE FROM OR FACEDWITH BIRCH, PINE OR SPRUCE, NATIVE OR FOREIGN, NATIVE WOOD, N.E.C., CANADIAN WOOD, N.E.C., LIMBA, OBECHE, OKOUME OR SA",2432156,BUILDING PRODUCTS
"WOOD, BUILT-UP OR COM- BINED, MADE FROM OR FACEDWITH BOXWOOD, BUTTERNUT, DOGWOOD, HOLLY, IRONWOOD,LANCEWOOD OR TULIPWOOD, NATIVE OR FOREIGN, OR FOREIGN WOOD, NE",2432157,BUILDING PRODUCTS
"PLYWOOD, N.E.C., MADE FROM OR FACED WITH BIRCH, PINEOR SPRUCE, NATIVE OR FOREIGN, OR NATIVE WOOD, N.E.C., OR CANADIAN WOOD, N.E.C.",2432158,BUILDING PRODUCTS
"PLYWOOD, N.E.C., MADE FROM OR FACED WITH BOXWOOD, BUTTERNUT, DOGWOOD, HOLLY, IRONWOOD, LANCE- WOOD OR TULIPWOOD, NATIVEOR FOREIGN, OR FOREIGN WOOD, N.E.C.",2432159,BUILDING PRODUCTS
PLYWOOD,2432162,
"PLYWOOD OR BUILT-UP WOOD,ROUGH OR DRESSED, CON- SISTING OF LAMINATED FLATPIECES, EDGES GLUED OR NOT GLUED TOGETHER, CUT TO DIMENSIONS OR SHAPED, BORED OR NOT BO",2432162,BUILDING PRODUCTS
"WOOD, BUILT-UP OR COM- BINED, FACED WITH STEEL AND BACKED WITH ALUMINUM,NOT PAINTED",2432170,BUILDING PRODUCTS
"WOOD, BUILT-UP OR COM- BINED, OR PLYWOOD, BACKEDOR FACED WITH CLOTH, PLASTIC, RESIN COATED OR IMPREGNATED PAPER, FIBRE-BOARD OR PULPBOARD, OR FIBREBOARD WALLBOA",2432172,BUILDING PRODUCTS
"HOUSES OR BUILDINGS, PORTABLE OR FABRICATED, N.E.C., WITH HEATING, AIR CONDITIONING, PLUMBING EQUIPMENT, ELECTRIC WIRING AND FIXTURES, REFRIGERATORS, STOVES ANDCAB",2433215,BUILDING PRODUCTS
"POSTAL UNITS OR SUBSTA- TIONS, SELFSERVICE, WOOD",2433220,BUILDING PRODUCTS
"HOUSES OR BUILDINGS, PORTABLE OR FABRICATED, N.E.C., WOOD AND CANVAS COMBINED",2433225,BUILDING PRODUCTS
"HOUSES OR BUILDINGS, PORTABLE OR FABRICATED, WOOD, WALLBOARD AND PAPERAND ALUMINUM FOIL, COMBINED",2433230,BUILDING PRODUCTS
"HOUSES OR BUILDINGS, PORTABLE OR FABRICATED, WOOD AND IRON OR STEEL COMBINED",2433236,BUILDING PRODUCTS
"HOUSES OR BUILDINGS, PORTABLE OR FABRICATED, N.E.C., WOODEN",2433241,BUILDING PRODUCTS
"SILOS, WOOD, CONSISTING OF SILO STAVES, WITH NOT TO EXCEED THE N.E.C.ESSARY EQUIPMENT OF IRON, STEEL OR WOOD SILO PARTS FOR EACH SILO",2433250,BUILDING PRODUCTS
"PANELS, SIDING (WOOD SHINGLES, BACKED WITH FIBERBOARD WALLBOARD, INSULATION BOARD OR PLASTERBOARD)",2433310,BUILDING PRODUCTS
"BOARDS, WOODEN, CEILING, FLOORING, SHEETING OR SIDING, IN SECTIONS, CONSISTING OF BOARDS, NAILED, CLEATED OR BOLTEDTOGETHER, NOT GLUED",2433314,BUILDING PRODUCTS
"BOARDS, WOODEN, TWO OR MORE NAILED TOGETHER",2433315,BUILDING PRODUCTS
"FOOD PREPARING MACHINE CABINETS, HOUSEHOLD, WOOD",2434115,BUILDING PRODUCTS
"KITCHEN CABINETS, N.E.C., ORBASES, WOODEN",2434135,BUILDING PRODUCTS
"STRUCTURAL BEAMS, GIRDERS, JOISTS, PURLINS OR RAFTERS, LAMINATED OR BUILT-UP WOOD INCLUDING N.E.C.ESSARY IRON HARDWARE FOR ASSEMBLY, OTHER THAN TREATED",2439120,BUILDING PRODUCTS
"ROOF ARCHES OR TRUSSES, WOOD",2439126,BUILDING PRODUCTS
"JOISTS, FABRICATED, WOOD AND STEEL COMBINED",2439130,BUILDING PRODUCTS
ORIENTED STRAND STRUCTURAL LUMBER,2439140,BUILDING PRODUCTS
"TREATED STRUCTURAL BEAMS,GIRDERS, JOISTS, PURLINS OR RAFTERS, LAMINATED OR BUILT-UP WOOD INCLUDING N.E.C.ESSARY IRON HARDWARE FOR ASSEMBLY",2439150,BUILDING PRODUCTS
"WOOD, ANGLE CUT FOR TRUSSCOMPONENTS",2439151,BUILDING PRODUCTS
"CRATES, WOODEN OR WOOD AND METAL, N.E.C.",2441113,FOOD & BEVERAGES
"BOXES, LITHOGRAPH PRINT- ING PLATE, WOODEN, NOT EXCEEDING 4 1/2 INCHES INTHICKNESS",2441115,FOOD & BEVERAGES
"BOXES, BALLOT, WOODEN OR WOOD AND GLASS COMBINED",2441116,FOOD & BEVERAGES
"FRUIT SHIPPING REFREGERA-TOR BOXES, WOODEN, NEW",2441122,FOOD & BEVERAGES
"PIANO SHIPPING BOXES, WOODEN",2441130,FOOD & BEVERAGES
"BOXES, SHIPPING, WOODEN, N.E.C.",2441138,FOOD & BEVERAGES
"TOOL BOXES OR CHESTS, WOOD",2441146,FOOD & BEVERAGES
"BOXES, WOODEN, BORED AND TURNED",2441148,FOOD & BEVERAGES
"BOXES, WOODEN, CYLINDRICAL OR OVAL, N.E.C.",2441150,FOOD & BEVERAGES
"AUTOMOBILE BRAKE ASSEMBLY, OR DRIVING GEAROR STEERING GEAR PARTS ORSTEERING GEAR ASSEMBLY CONTROL TUBE SHIPPING CARRIERS, WOOD OR WOOD AND IRON",2441156,FOOD & BEVERAGES
"PACKING CASES, WOODEN",2441172,FOOD & BEVERAGES
"AUTOMOBILE ELECTRIC MOTOR, DISTRIBUTOR OR GENERATOR SHIPPING CARRIERS, WOOD OR WOOD AND IRON",2441174,FOOD & BEVERAGES
"BOTTLE SHIPPING CARRIERS (BOTTLE CARRYING BOXES ORCRATES), N.E.C., WOOD AND METAL OR RUBBER COMBINED",2441178,FOOD & BEVERAGES
"INTERNAL COMBUSTION ENGINE OR PARTS SHIPPING CARRIERS, WOOD OR IRON AND WOOD",2441179,FOOD & BEVERAGES
"BOXES, FLOWER OR PLANT, WOODEN",2441185,FOOD & BEVERAGES
"CONTAINERS OR VANS, SHIP-PING, OTHER THAN CYLIN- DRICAL, OTHER THAN VEHICLES, WOOD OR WOOD AND STEEL, CAPACITY NOT LESS THAN 135 CUBIC FEET",2441189,FOOD & BEVERAGES
"BOXES, WOODEN OR WOOD ANDMETAL COMBINED, N.E.C.",2441190,FOOD & BEVERAGES
"BOXES OR CRATES, WOOD ANDWIRE, N.E.C.",2441192,FOOD & BEVERAGES
"CRATES, SHIPPING, N.E.C.",2441193,FOOD & BEVERAGES
"COOPS OR CRATES, ANIMAL OR POULTRY, SHIPPING, WOOD OR METAL AND WOOD COMBINED",2441250,FOOD & BEVERAGES
"COOPS OR CRATES, ANIMAL OR POULTRY, OTHER THAN SHIPPING, WOOD",2441278,FOOD & BEVERAGES
"BASKETS OR HAMPERS, SHIPPING, N.E.C., BERRY, FRUIT OR VEGETABLE, FIBREBOARD AND WOOD COMBINED, WITH COVERS",2441317,FOOD & BEVERAGES
"BASKETS OR HAMPERS, SHIP-PING, N.E.C., BERRY, FRUIT OR VEGETABLE, SHEET OR STAVE VENEER, OTHER THAN ROUND BOTTOM BUSHEL",2441329,FOOD & BEVERAGES
"BASKETS OR HAMPERS, EGG CARRYING, WOOD SPLINT OR STAVE",2441410,FOOD & BEVERAGES
"LADIES WORK BASKETS, WITHINTERIOR FITTINGS",2441412,FOOD & BEVERAGES
"BASKETS, LADIES WORK, WITHOUT INTERIOR FIT- TINGS, OR INFANTS TOILET",2441413,FOOD & BEVERAGES
"CLOTHES HAMPERS, FIBRE, REED OR WOOD, SEPARATE ORCOMBINED WITH FIBRE, REED, STEEL OR WOOD",2441421,FOOD & BEVERAGES
"BASKETS OR HAMPERS, N.E.C., BAMBOO, GRASS, RATTAN, REED, STRAW, TWISTED PAPER FIBRE, WILLOW, WOODOR OTHER VEGETABLE OR WOOD FIBRE, SEPARATE OR COMBINED, OVERHANDLE",2441427,FOOD & BEVERAGES
